year,recipient,recipient_iso3,aid,debt,aid_socgov,aid_econ,aid_human
2016,Somalia,SOM,2049984.7998752,0,0,0,2049984.7998752
2017,Somalia,SOM,13036500,0,36500,0,13000000
2000,Uruguay,URY,0,0,0,0,0
2001,Uruguay,URY,0,0,0,0,0
2002,Uruguay,URY,0,0,0,0,0
2003,Uruguay,URY,0,0,0,0,0
2004,Uruguay,URY,1194260.41345185,0,1194260.41345185,0,0
2005,Uruguay,URY,0,0,0,0,0
2006,Uruguay,URY,2300101.194233737,0,88171.663739867,2211929.53049387,0
2007,Uruguay,URY,78071.7550630469,0,0,0,78071.7550630469
2008,Uruguay,URY,0,0,0,0,0
2009,Uruguay,URY,10892831.8646809,0,3259287.53538934,3816772.16464578,0
2010,Uruguay,URY,0,12086331.5543502,0,0,0
2011,Uruguay,URY,0,0,0,0,0
2012,Uruguay,URY,0,0,0,0,0
2013,Uruguay,URY,485830.935109894,0,485830.935109894,0,0
2014,Uruguay,URY,963751.197219924,0,963751.197219924,0,0
2015,Uruguay,URY,36793488.38626864,0,506323.389240283,35304012.7849113,983152.212117056
2016,Uruguay,URY,11312285.476917181,0,11312285.476917181,0,0
2017,Uruguay,URY,9851354.45172088,0,9851354.45172088,0,0
2000,Brazil,BRA,0,0,0,0,0
2001,Brazil,BRA,0,0,0,0,0
2002,Brazil,BRA,0,0,0,0,0
2003,Brazil,BRA,0,0,0,0,0
2004,Brazil,BRA,0,0,0,0,0
2005,Brazil,BRA,0,189296316.090265,0,0,0
2006,Brazil,BRA,0,0,0,0,0
2007,Brazil,BRA,0,1726947221.994594,0,0,0
2008,Brazil,BRA,0,0,0,0,0
2009,Brazil,BRA,0,9767432886.054783,0,0,0
2010,Brazil,BRA,0,1775482105.334045,0,0,0
2011,Brazil,BRA,106800.932812163,102528895.499676,0,0,106800.932812163
2012,Brazil,BRA,0,2621309943.4952908,0,0,0
2013,Brazil,BRA,0,200520287.03668958,0,0,0
2014,Brazil,BRA,0,813451021.296779,0,0,0
2015,Brazil,BRA,0,8665407226.063435,0,0,0
2016,Brazil,BRA,0,7545505371.202821,0,0,0
2017,Brazil,BRA,0,5671574900,0,0,0
2000,Brunei,BRN,0,0,0,0,0
2001,Brunei,BRN,0,0,0,0,0
2002,Brunei,BRN,0,0,0,0,0
2003,Brunei,BRN,0,0,0,0,0
2004,Brunei,BRN,0,0,0,0,0
2005,Brunei,BRN,0,0,0,0,0
2006,Brunei,BRN,0,0,0,0,0
2007,Brunei,BRN,0,0,0,0,0
2008,Brunei,BRN,0,0,0,0,0
2009,Brunei,BRN,0,0,0,0,0
2010,Brunei,BRN,0,0,0,0,0
2011,Brunei,BRN,0,0,0,0,0
2012,Brunei,BRN,0,0,0,0,0
2013,Brunei,BRN,0,0,0,0,0
2014,Brunei,BRN,0,0,0,0,0
2015,Brunei,BRN,0,20872321.4632451,0,0,0
2016,Brunei,BRN,0,0,0,0,0
2017,Brunei,BRN,0,1750008000,0,0,0
2000,Chile,CHL,0,0,0,0,0
2001,Chile,CHL,0,0,0,0,0
2002,Chile,CHL,0,0,0,0,0
2003,Chile,CHL,0,0,0,0,0
2004,Chile,CHL,0,0,0,0,0
2005,Chile,CHL,0,0,0,0,0
2006,Chile,CHL,0,581932980.683122,0,0,0
2007,Chile,CHL,0,0,0,0,0
2008,Chile,CHL,0,132357001.032834,0,0,0
2009,Chile,CHL,0,0,0,0,0
2010,Chile,CHL,4568633.327544377,181294973.315253,942733.8612393166,0,3625899.4663050603
2011,Chile,CHL,0,24920217.3001682,0,0,0
2012,Chile,CHL,0,0,0,0,0
2013,Chile,CHL,0,50526417.2514289,0,0,0
2014,Chile,CHL,0,0,0,0,0
2015,Chile,CHL,786521.769693644,46011523.5270782,0,0,786521.769693644
2016,Chile,CHL,0,0,0,0,0
2017,Chile,CHL,1000000,197960000,0,0,1000000
2000,Grenada,GRD,0,0,0,0,0
2001,Grenada,GRD,0,0,0,0,0
2002,Grenada,GRD,0,0,0,0,0
2003,Grenada,GRD,0,0,0,0,0
2004,Grenada,GRD,0,0,0,0,0
2005,Grenada,GRD,68570213.46936141,0,44084122.83081955,14880008.926498516,0
2006,Grenada,GRD,99633980.02604976,0,90816813.65206306,5290299.82439202,0
2007,Grenada,GRD,7807175.50630469,0,4684305.30378282,0,0
2008,Grenada,GRD,2060014.1682973304,0,2060014.1682973304,0,0
2009,Grenada,GRD,0,0,0,0,0
2010,Grenada,GRD,1812949.73315253,141200.985650007,1812949.73315253,0,0
2011,Grenada,GRD,0,0,0,0,0
2012,Grenada,GRD,65361286.88719715,0,65055735.479501955,0,305551.407695196
2013,Grenada,GRD,539812.150122104,4955475.53812091,0,539812.150122104,0
2014,Grenada,GRD,203522.08657531158,0,203522.08657531158,0,0
2015,Grenada,GRD,0,0,0,0,0
2016,Grenada,GRD,7998.01569671311,0,7998.01569671311,0,0
2017,Grenada,GRD,123663491.7726502,0,55923491.7726502,67740000,0
2000,Libya,LBY,0,0,0,0,0
2001,Libya,LBY,0,0,0,0,0
2002,Libya,LBY,0,0,0,0,0
2003,Libya,LBY,0,0,0,0,0
2004,Libya,LBY,0,0,0,0,0
2005,Libya,LBY,0,0,0,0,0
2006,Libya,LBY,0,0,0,0,0
2007,Libya,LBY,0,0,0,0,0
2008,Libya,LBY,0,0,0,0,0
2009,Libya,LBY,0,391114504.246721,0,0,0
2010,Libya,LBY,0,0,0,0,0
2011,Libya,LBY,3304198.76196686,0,0,0,3304198.76196686
2012,Libya,LBY,0,0,0,0,0
2013,Libya,LBY,0,0,0,0,0
2014,Libya,LBY,0,0,0,0,0
2015,Libya,LBY,0,0,0,0,0
2016,Libya,LBY,0,0,0,0,0
2017,Libya,LBY,0,0,0,0,0
2000,Senegal,SEN,0,0,0,0,0
2001,Senegal,SEN,0,0,0,0,0
2002,Senegal,SEN,0,0,0,0,0
2003,Senegal,SEN,0,0,0,0,0
2004,Senegal,SEN,0,0,0,0,0
2005,Senegal,SEN,2498118.19779418,0,0,2498118.19779418,0
2006,Senegal,SEN,155899335.1993866,0,118447298.77054743,0,352686.654959468
2007,Senegal,SEN,204369982.0901164,0,36951134.7934766,156015902.4613458,0
2008,Senegal,SEN,0,0,0,0,0
2009,Senegal,SEN,30534177.3171662,0,0,30534177.3171662,0
2010,Senegal,SEN,92041361.02487709,0,13541215.082748566,78500145.94212852,0
2011,Senegal,SEN,89990331.89191617,162802.482536418,2263854.76169588,87726477.1302203,0
2012,Senegal,SEN,54416583.78463983,0,3491349.16877383,50925234.615866,0
2013,Senegal,SEN,18321563.57822097,0,1416055.959596424,16905507.61862455,0
2014,Senegal,SEN,45389213.9402778,2923918.63582473,45389213.9402778,0,0
2015,Senegal,SEN,477733587.85442483,815061645.118427,0,477733587.85442483,0
2016,Senegal,SEN,542254.320393451,0,542254.320393451,0,0
2017,Senegal,SEN,94890858.01125386,409016219.1301233,94890858.01125386,0,0
2000,Mexico,MEX,0,0,0,0,0
2001,Mexico,MEX,0,0,0,0,0
2002,Mexico,MEX,0,0,0,0,0
2003,Mexico,MEX,0,0,0,0,0
2004,Mexico,MEX,0,0,0,0,0
2005,Mexico,MEX,0,0,0,0,0
2006,Mexico,MEX,0,0,0,0,0
2007,Mexico,MEX,0,0,0,0,0
2008,Mexico,MEX,0,0,0,0,0
2009,Mexico,MEX,6518575.07077868,1303715014.15573,0,0,6518575.07077868
2010,Mexico,MEX,0,0,0,0,0
2011,Mexico,MEX,0,458923608.29386526,0,0,0
2012,Mexico,MEX,0,0,0,0,0
2013,Mexico,MEX,0,0,0,0,0
2014,Mexico,MEX,0,0,0,0,0
2015,Mexico,MEX,0,228956487.15781987,0,0,0
2016,Mexico,MEX,0,0,0,0,0
2017,Mexico,MEX,37600000,0,37600000,0,0
2000,Chad,TCD,0,0,0,0,0
2001,Chad,TCD,0,0,0,0,0
2002,Chad,TCD,0,0,0,0,0
2003,Chad,TCD,0,0,0,0,0
2004,Chad,TCD,0,0,0,0,0
2005,Chad,TCD,0,0,0,0,0
2006,Chad,TCD,44191637.8664213,0,0,44191637.8664213,0
2007,Chad,TCD,264880269.85228992,48404488.1390891,0,221770612.59323382,0
2008,Chad,TCD,0,0,0,0,0
2009,Chad,TCD,38931076.0793869,0,38931076.0793869,0,0
2010,Chad,TCD,0,0,0,0,0
2011,Chad,TCD,12484915.0220918,542590833.7126551,12484915.0220918,0,0
2012,Chad,TCD,203495.780122816,0,101747.890061408,0,101747.890061408
2013,Chad,TCD,4275312.228967062,0,1360326.6183077018,2914985.61065936,0
2014,Chad,TCD,0,0,0,0,0
2015,Chad,TCD,2153850.5368930083,0,2153850.5368930083,0,0
2016,Chad,TCD,163546.5604388426,0,163546.5604388426,0,0
2017,Chad,TCD,13000000,0,0,0,12213308
2000,Argentina,ARG,0,0,0,0,0
2001,Argentina,ARG,0,0,0,0,0
2002,Argentina,ARG,0,0,0,0,0
2003,Argentina,ARG,0,0,0,0,0
2004,Argentina,ARG,0,0,0,0,0
2005,Argentina,ARG,0,0,0,0,0
2006,Argentina,ARG,0,0,0,0,0
2007,Argentina,ARG,0,134420760.2758667,0,0,0
2008,Argentina,ARG,0,0,0,0,0
2009,Argentina,ARG,0,0,0,0,0
2010,Argentina,ARG,0,570534512.392845,0,0,0
2011,Argentina,ARG,0,142890783.625251,0,0,0
2012,Argentina,ARG,0,471465787.2754556,0,0,0
2013,Argentina,ARG,0,3489529.36144559,0,0,0
2014,Argentina,ARG,0,5063707037.0741,0,0,0
2015,Argentina,ARG,0,81507833.0058662,0,0,0
2016,Argentina,ARG,0,540437052.5189725,0,0,0
2017,Argentina,ARG,36250000,1546494178.032811,0,36250000,0
2000,Costa Rica,CRI,0,0,0,0,0
2001,Costa Rica,CRI,0,0,0,0,0
2002,Costa Rica,CRI,0,0,0,0,0
2003,Costa Rica,CRI,0,0,0,0,0
2004,Costa Rica,CRI,0,0,0,0,0
2005,Costa Rica,CRI,0,0,0,0,0
2006,Costa Rica,CRI,0,0,0,0,0
2007,Costa Rica,CRI,6576033.89488368,202986563.163922,6576033.89488368,0,0
2008,Costa Rica,CRI,15882840.1239401,54928155.428626314,0,15882840.1239401,0
2009,Costa Rica,CRI,146135908.2794024,0,136890076.486352,0,130371.501415573
2010,Costa Rica,CRI,0,0,0,0,0
2011,Costa Rica,CRI,70883387.06067447,0,70883387.06067447,0,0
2012,Costa Rica,CRI,0,90646917.6162415,0,0,0
2013,Costa Rica,CRI,103103234.17550078,287611913.585057,3861934.23287198,99241299.9426288,0
2014,Costa Rica,CRI,24093779.9304981,50115.062255436,0,24093779.9304981,0
2015,Costa Rica,CRI,140777.485059526,0,0,0,140777.485059526
2016,Costa Rica,CRI,0,0,0,0,0
2017,Costa Rica,CRI,0,0,0,0,0
2000,Israel,ISR,0,0,0,0,0
2001,Israel,ISR,0,0,0,0,0
2002,Israel,ISR,0,0,0,0,0
2003,Israel,ISR,0,0,0,0,0
2004,Israel,ISR,0,0,0,0,0
2005,Israel,ISR,0,0,0,0,0
2006,Israel,ISR,0,0,0,0,0
2007,Israel,ISR,0,0,0,0,0
2008,Israel,ISR,0,0,0,0,0
2009,Israel,ISR,0,0,0,0,0
2010,Israel,ISR,0,0,0,0,0
2011,Israel,ISR,0,2545501736.439693,0,0,0
2012,Israel,ISR,0,0,0,0,0
2013,Israel,ISR,0,0,0,0,0
2014,Israel,ISR,0,0,0,0,0
2015,Israel,ISR,0,109038141.039689,0,0,0
2016,Israel,ISR,0,0,0,0,0
2017,Israel,ISR,0,0,0,0,0
2000,Marshall Islands,MHL,0,0,0,0,0
2001,Marshall Islands,MHL,0,0,0,0,0
2002,Marshall Islands,MHL,0,0,0,0,0
2003,Marshall Islands,MHL,0,0,0,0,0
2004,Marshall Islands,MHL,0,0,0,0,0
2005,Marshall Islands,MHL,0,0,0,0,0
2006,Marshall Islands,MHL,0,0,0,0,0
2007,Marshall Islands,MHL,0,702645795.56742,0,0,0
2008,Marshall Islands,MHL,0,0,0,0,0
2009,Marshall Islands,MHL,0,0,0,0,0
2010,Marshall Islands,MHL,0,49916549.3194664,0,0,0
2011,Marshall Islands,MHL,0,34817104.0967652,0,0,0
2012,Marshall Islands,MHL,0,362498551.3043874,0,0,0
2013,Marshall Islands,MHL,0,81619597.098462,0,0,0
2014,Marshall Islands,MHL,0,190822737.049545,0,0,0
2015,Marshall Islands,MHL,0,1016166462.4167943,0,0,0
2016,Marshall Islands,MHL,0,769458719.6559583,0,0,0
2017,Marshall Islands,MHL,0,0,0,0,0
2000,Malawi,MWI,0,0,0,0,0
2001,Malawi,MWI,0,0,0,0,0
2002,Malawi,MWI,0,0,0,0,0
2003,Malawi,MWI,0,0,0,0,0
2004,Malawi,MWI,0,0,0,0,0
2005,Malawi,MWI,0,0,0,0,0
2006,Malawi,MWI,0,0,0,0,0
2007,Malawi,MWI,78071755.0630469,0,78071755.0630469,0,0
2008,Malawi,MWI,93982971.7827056,0,0,93982971.7827056,0
2009,Malawi,MWI,123877909.13419235,0,122527823.77291161,1303715.01415573,46370.3471250078
2010,Malawi,MWI,1277202.6653641728,0,8019.40610817294,1269183.259256,0
2011,Malawi,MWI,89400551.1682931,13613.4251045602,89400551.1682931,0,0
2012,Malawi,MWI,9675794.57701454,0,1527757.03847598,8148037.53853856,0
2013,Malawi,MWI,70228306.69626258,0,70228306.69626258,0,0
2014,Malawi,MWI,17511693.11783728,0,388396.6205237518,11423430.0154044,5699866.48190913
2015,Malawi,MWI,66933559.72676579,0,36376829.033433765,1810356.4286425419,28746374.264689483
2016,Malawi,MWI,201160949.76869115,0,28880849.808552004,162392943.49851626,9887156.461622903
2017,Malawi,MWI,176883.80469259998,147984.894873379,176883.80469259998,0,0
2000,Dominican Republic,DOM,0,0,0,0,0
2001,Dominican Republic,DOM,0,0,0,0,0
2002,Dominican Republic,DOM,0,0,0,0,0
2003,Dominican Republic,DOM,0,0,0,0,0
2004,Dominican Republic,DOM,0,0,0,0,0
2005,Dominican Republic,DOM,0,0,0,0,0
2006,Dominican Republic,DOM,0,0,0,0,0
2007,Dominican Republic,DOM,0,0,0,0,0
2008,Dominican Republic,DOM,0,0,0,0,0
2009,Dominican Republic,DOM,0,0,0,0,0
2010,Dominican Republic,DOM,0,0,0,0,0
2011,Dominican Republic,DOM,0,0,0,0,0
2012,Dominican Republic,DOM,0,0,0,0,0
2013,Dominican Republic,DOM,0,0,0,0,0
2014,Dominican Republic,DOM,0,0,0,0,0
2015,Dominican Republic,DOM,0,0,0,0,0
2016,Dominican Republic,DOM,0,0,0,0,0
2017,Dominican Republic,DOM,0,0,0,0,0
2000,Guam,GUM,0,0,0,0,0
2001,Guam,GUM,0,0,0,0,0
2002,Guam,GUM,0,0,0,0,0
2003,Guam,GUM,0,0,0,0,0
2004,Guam,GUM,0,0,0,0,0
2005,Guam,GUM,0,0,0,0,0
2006,Guam,GUM,0,0,0,0,0
2007,Guam,GUM,0,0,0,0,0
2008,Guam,GUM,0,0,0,0,0
2009,Guam,GUM,0,0,0,0,0
2010,Guam,GUM,0,0,0,0,0
2011,Guam,GUM,0,0,0,0,0
2012,Guam,GUM,0,0,0,0,0
2013,Guam,GUM,0,0,0,0,0
2014,Guam,GUM,0,0,0,0,0
2015,Guam,GUM,0,0,0,0,0
2016,Guam,GUM,0,0,0,0,0
2017,Guam,GUM,0,0,0,0,0
2000,South Sudan,SSD,0,0,0,0,0
2001,South Sudan,SSD,0,0,0,0,0
2002,South Sudan,SSD,0,0,0,0,0
2003,South Sudan,SSD,0,0,0,0,0
2004,South Sudan,SSD,0,0,0,0,0
2005,South Sudan,SSD,0,0,0,0,0
2006,South Sudan,SSD,0,0,0,0,0
2007,South Sudan,SSD,0,0,0,0,0
2008,South Sudan,SSD,0,0,0,0,0
2009,South Sudan,SSD,0,362352415.51816255,0,0,0
2010,South Sudan,SSD,0,0,0,0,0
2011,South Sudan,SSD,811687.089372441,0,811687.089372441,0,0
2012,South Sudan,SSD,6111028.15390392,0,6111028.15390392,0,0
2013,South Sudan,SSD,41830043.51296179,370689003.488848,0,41781460.4194508,48583.0935109894
2014,South Sudan,SSD,3419291.484088892,1349251676.107893,120391.00480472809,0,3298900.479284164
2015,South Sudan,SSD,45475701.11627914,0,32738968.663497917,0,7820971.39219594
2016,South Sudan,SSD,5896205.079982719,0,4563714.960063839,0,1024992.3999376
2017,South Sudan,SSD,21581213.783369154,0,1739924.474366898,0,19841289.309002258
2000,Montenegro,MNE,0,0,0,0,0
2001,Montenegro,MNE,0,0,0,0,0
2002,Montenegro,MNE,0,0,0,0,0
2003,Montenegro,MNE,0,0,0,0,0
2004,Montenegro,MNE,0,0,0,0,0
2005,Montenegro,MNE,0,0,0,0,0
2006,Montenegro,MNE,0,0,0,0,0
2007,Montenegro,MNE,0,0,0,0,0
2008,Montenegro,MNE,0,0,0,0,0
2009,Montenegro,MNE,0,0,0,0,0
2010,Montenegro,MNE,0,57284377.0349983,0,0,0
2011,Montenegro,MNE,0,0,0,0,0
2012,Montenegro,MNE,0,0,0,0,0
2013,Montenegro,MNE,3081537.1797472304,45085110.7781981,0,3081537.1797472304,0
2014,Montenegro,MNE,0,909772938.290432,0,0,0
2015,Montenegro,MNE,1564194.278439187,0,703887.425297634,860306.853141553,0
2016,Montenegro,MNE,4081020.06325668,0,0,4081020.06325668,0
2017,Montenegro,MNE,3086790.069176218,0,127092.171708628,2959697.89746759,0
2000,Oman,OMN,0,0,0,0,0
2001,Oman,OMN,0,0,0,0,0
2002,Oman,OMN,0,0,0,0,0
2003,Oman,OMN,0,0,0,0,0
2004,Oman,OMN,0,0,0,0,0
2005,Oman,OMN,0,0,0,0,0
2006,Oman,OMN,0,0,0,0,0
2007,Oman,OMN,0,0,0,0,0
2008,Oman,OMN,0,0,0,0,0
2009,Oman,OMN,0,0,0,0,0
2010,Oman,OMN,0,423021604.402256,0,0,0
2011,Oman,OMN,0,0,0,0,0
2012,Oman,OMN,0,0,0,0,0
2013,Oman,OMN,0,0,0,0,0
2014,Oman,OMN,0,0,0,0,0
2015,Oman,OMN,0,0,0,0,0
2016,Oman,OMN,0,1434989359.912641,0,0,0
2017,Oman,OMN,0,3550000000,0,0,0
2000,Panama,PAN,0,0,0,0,0
2001,Panama,PAN,0,0,0,0,0
2002,Panama,PAN,0,0,0,0,0
2003,Panama,PAN,0,0,0,0,0
2004,Panama,PAN,0,0,0,0,0
2005,Panama,PAN,0,0,0,0,0
2006,Panama,PAN,0,0,0,0,0
2007,Panama,PAN,0,0,0,0,0
2008,Panama,PAN,0,0,0,0,0
2009,Panama,PAN,0,0,0,0,0
2010,Panama,PAN,0,0,0,0,0
2011,Panama,PAN,0,0,0,0,0
2012,Panama,PAN,0,0,0,0,0
2013,Panama,PAN,0,0,0,0,0
2014,Panama,PAN,0,0,0,0,0
2015,Panama,PAN,0,0,0,0,0
2016,Panama,PAN,0,0,0,0,0
2017,Panama,PAN,0,0,0,0,0
2000,Nicaragua,NIC,0,0,0,0,0
2001,Nicaragua,NIC,0,0,0,0,0
2002,Nicaragua,NIC,0,0,0,0,0
2003,Nicaragua,NIC,0,0,0,0,0
2004,Nicaragua,NIC,0,0,0,0,0
2005,Nicaragua,NIC,0,0,0,0,0
2006,Nicaragua,NIC,0,0,0,0,0
2007,Nicaragua,NIC,0,0,0,0,0
2008,Nicaragua,NIC,0,0,0,0,0
2009,Nicaragua,NIC,0,0,0,0,0
2010,Nicaragua,NIC,0,0,0,0,0
2011,Nicaragua,NIC,0,0,0,0,0
2012,Nicaragua,NIC,0,0,0,0,0
2013,Nicaragua,NIC,0,0,0,0,0
2014,Nicaragua,NIC,0,0,0,0,0
2015,Nicaragua,NIC,0,0,0,0,0
2016,Nicaragua,NIC,0,0,0,0,0
2017,Nicaragua,NIC,0,0,0,0,0
2000,Curaçao,CUW,0,0,0,0,0
2001,Curaçao,CUW,0,0,0,0,0
2002,Curaçao,CUW,0,0,0,0,0
2003,Curaçao,CUW,0,0,0,0,0
2004,Curaçao,CUW,0,0,0,0,0
2005,Curaçao,CUW,0,0,0,0,0
2006,Curaçao,CUW,0,0,0,0,0
2007,Curaçao,CUW,0,0,0,0,0
2008,Curaçao,CUW,0,0,0,0,0
2009,Curaçao,CUW,0,0,0,0,0
2010,Curaçao,CUW,0,0,0,0,0
2011,Curaçao,CUW,0,0,0,0,0
2012,Curaçao,CUW,0,0,0,0,0
2013,Curaçao,CUW,0,0,0,0,0
2014,Curaçao,CUW,0,0,0,0,0
2015,Curaçao,CUW,0,0,0,0,0
2016,Curaçao,CUW,0,0,0,0,0
2017,Curaçao,CUW,0,0,0,0,0
2000,Honduras,HND,0,0,0,0,0
2001,Honduras,HND,0,0,0,0,0
2002,Honduras,HND,0,0,0,0,0
2003,Honduras,HND,0,0,0,0,0
2004,Honduras,HND,0,0,0,0,0
2005,Honduras,HND,0,0,0,0,0
2006,Honduras,HND,0,0,0,0,0
2007,Honduras,HND,0,0,0,0,0
2008,Honduras,HND,0,0,0,0,0
2009,Honduras,HND,0,0,0,0,0
2010,Honduras,HND,0,0,0,0,0
2011,Honduras,HND,0,0,0,0,0
2012,Honduras,HND,0,0,0,0,0
2013,Honduras,HND,0,0,0,0,0
2014,Honduras,HND,286927942.925112,0,0,286927942.925112,0
2015,Honduras,HND,0,0,0,0,0
2016,Honduras,HND,0,6149954.39962561,0,0,0
2017,Honduras,HND,0,4000000,0,0,0
2000,Paraguay,PRY,0,0,0,0,0
2001,Paraguay,PRY,0,0,0,0,0
2002,Paraguay,PRY,0,0,0,0,0
2003,Paraguay,PRY,0,0,0,0,0
2004,Paraguay,PRY,0,0,0,0,0
2005,Paraguay,PRY,0,0,0,0,0
2006,Paraguay,PRY,0,0,0,0,0
2007,Paraguay,PRY,0,0,0,0,0
2008,Paraguay,PRY,0,0,0,0,0
2009,Paraguay,PRY,0,0,0,0,0
2010,Paraguay,PRY,0,0,0,0,0
2011,Paraguay,PRY,0,0,0,0,0
2012,Paraguay,PRY,0,0,0,0,0
2013,Paraguay,PRY,0,0,0,0,0
2014,Paraguay,PRY,0,0,0,0,0
2015,Paraguay,PRY,0,0,0,0,0
2016,Paraguay,PRY,0,0,0,0,0
2017,Paraguay,PRY,0,0,0,0,0
2000,El Salvador,SLV,0,0,0,0,0
2001,El Salvador,SLV,0,0,0,0,0
2002,El Salvador,SLV,0,0,0,0,0
2003,El Salvador,SLV,0,0,0,0,0
2004,El Salvador,SLV,0,0,0,0,0
2005,El Salvador,SLV,0,0,0,0,0
2006,El Salvador,SLV,0,0,0,0,0
2007,El Salvador,SLV,0,0,0,0,0
2008,El Salvador,SLV,0,0,0,0,0
2009,El Salvador,SLV,0,0,0,0,0
2010,El Salvador,SLV,0,0,0,0,0
2011,El Salvador,SLV,0,0,0,0,0
2012,El Salvador,SLV,0,0,0,0,0
2013,El Salvador,SLV,0,0,0,0,0
2014,El Salvador,SLV,0,0,0,0,0
2015,El Salvador,SLV,0,0,0,0,0
2016,El Salvador,SLV,0,0,0,0,0
2017,El Salvador,SLV,0,0,0,0,0
2000,Gambia,GMB,0,0,0,0,0
2001,Gambia,GMB,0,0,0,0,0
2002,Gambia,GMB,0,0,0,0,0
2003,Gambia,GMB,0,0,0,0,0
2004,Gambia,GMB,0,0,0,0,0
2005,Gambia,GMB,0,0,0,0,0
2006,Gambia,GMB,0,0,0,0,0
2007,Gambia,GMB,0,0,0,0,0
2008,Gambia,GMB,0,0,0,0,0
2009,Gambia,GMB,0,0,0,0,0
2010,Gambia,GMB,0,0,0,0,0
2011,Gambia,GMB,0,0,0,0,0
2012,Gambia,GMB,0,0,0,0,0
2013,Gambia,GMB,0,0,0,0,0
2014,Gambia,GMB,0,0,0,0,0
2015,Gambia,GMB,0,0,0,0,0
2016,Gambia,GMB,46274584.817683,0,46274584.817683,0,0
2017,Gambia,GMB,123059230.88994756,0,103589.426411365,110695092.9232767,0
2000,French Polynesia,PYF,0,0,0,0,0
2001,French Polynesia,PYF,0,0,0,0,0
2002,French Polynesia,PYF,0,0,0,0,0
2003,French Polynesia,PYF,0,0,0,0,0
2004,French Polynesia,PYF,0,0,0,0,0
2005,French Polynesia,PYF,0,0,0,0,0
2006,French Polynesia,PYF,0,0,0,0,0
2007,French Polynesia,PYF,0,0,0,0,0
2008,French Polynesia,PYF,0,0,0,0,0
2009,French Polynesia,PYF,0,0,0,0,0
2010,French Polynesia,PYF,0,0,0,0,0
2011,French Polynesia,PYF,0,0,0,0,0
2012,French Polynesia,PYF,0,0,0,0,0
2013,French Polynesia,PYF,0,0,0,0,0
2014,French Polynesia,PYF,0,0,0,0,0
2015,French Polynesia,PYF,0,0,0,0,0
2016,French Polynesia,PYF,0,0,0,0,0
2017,French Polynesia,PYF,0,0,0,0,0
2000,São Tomé & Príncipe,STP,0,0,0,0,0
2001,São Tomé & Príncipe,STP,0,0,0,0,0
2002,São Tomé & Príncipe,STP,0,0,0,0,0
2003,São Tomé & Príncipe,STP,0,0,0,0,0
2004,São Tomé & Príncipe,STP,0,0,0,0,0
2005,São Tomé & Príncipe,STP,0,0,0,0,0
2006,São Tomé & Príncipe,STP,0,0,0,0,0
2007,São Tomé & Príncipe,STP,0,0,0,0,0
2008,São Tomé & Príncipe,STP,0,0,0,0,0
2009,São Tomé & Príncipe,STP,0,0,0,0,0
2010,São Tomé & Príncipe,STP,0,0,0,0,0
2011,São Tomé & Príncipe,STP,0,0,0,0,0
2012,São Tomé & Príncipe,STP,0,0,0,0,0
2013,São Tomé & Príncipe,STP,0,0,0,0,0
2014,São Tomé & Príncipe,STP,0,0,0,0,0
2015,São Tomé & Príncipe,STP,0,0,0,0,0
2016,São Tomé & Príncipe,STP,0,0,0,0,0
2017,São Tomé & Príncipe,STP,30300000,0,0,0,0
2000,Sint Maarten,SXM,0,0,0,0,0
2001,Sint Maarten,SXM,0,0,0,0,0
2002,Sint Maarten,SXM,0,0,0,0,0
2003,Sint Maarten,SXM,0,0,0,0,0
2004,Sint Maarten,SXM,0,0,0,0,0
2005,Sint Maarten,SXM,0,0,0,0,0
2006,Sint Maarten,SXM,0,0,0,0,0
2007,Sint Maarten,SXM,0,0,0,0,0
2008,Sint Maarten,SXM,0,0,0,0,0
2009,Sint Maarten,SXM,0,0,0,0,0
2010,Sint Maarten,SXM,0,0,0,0,0
2011,Sint Maarten,SXM,0,0,0,0,0
2012,Sint Maarten,SXM,0,0,0,0,0
2013,Sint Maarten,SXM,0,0,0,0,0
2014,Sint Maarten,SXM,0,0,0,0,0
2015,Sint Maarten,SXM,0,0,0,0,0
2016,Sint Maarten,SXM,0,0,0,0,0
2017,Sint Maarten,SXM,0,105275,0,0,0
